,Unnamed: 0.1,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,Tier1_SNR,Tier1 Transit S/N,Tier2_SNR,Tier2 Transit S/N,Tier3_SNR,Tier3 Transit S/N,cumulative transit [days],N cumulative transit [days]
35,64,64,WASP-62 b,WASP-62 b,1.0,2.73454439,5.347051552,1.0,1.383246601,2.748543331,Eclipse,1,1,3,0,0,0,1.11,-0.25,0.25,6230.0,-80.0,80.0,1.23,-0.08,0.08,175.631,-0.586,0.59,4.45,-0.1,0.1,Gaia DR2 4756649415309914240,9.008,9.272,8.944,10.213,10.0721,8.896,0,0.04,,,[Fe/H],2.6,-0.7,0.5,,87.1398205,-63.9883286,14.79585456,0.896718458,-0.896718458,1.32,0.08,-0.08,180.5265349,13.66662148,-13.34879308,0.568,0.043,-0.042,0,1,60.8,4.41195,180.1066454,-3e-06,3e-06,1379.957366,8155038720.0,0.054548754,0.3,2.3,13797.76799,0.25,1,88.3,-0.75,0.75,0.0,,,0,,,,8427.55327,4e-05,-4e-05,0,8429.759245,0.0,1.2,0.02,-0.02,1,2012,Ariel,120.4373471,8.408084794,6.321837029,21.6406285,17.00120245,5.370785142,4.301437821,3.797748295,3.041370641,15.500658948749997,53.9757597878125
36,25,25,KELT-8 b,KELT-8 b,1.0,2.77988474,5.437006312,1.0,1.0,1.023996312,Eclipse,1,1,1,0,0,0,0.81,-0.21,0.21,5754.0,-54.0,54.0,1.46,-0.08,0.08,197.572,-0.995,1.005,4.08,-0.05,0.05,Gaia DR2 4534144923690481408,9.269,9.586,9.177,10.845,10.6699,8.981,0,0.27,,,[Fe/H],5.4,-0.5,0.4,G2 V,283.3054489,24.1272483,18.15854878,1.120898073,-1.120898073,1.62,0.1,-0.1,272.6967729,16.84490555,-16.20924874,0.858,0.053,-0.051,0,1,104.2,3.24406,63.79276009,-0.00016,0.00016,1621.405269,5981162083.0,0.040007773,0.3,2.3,12640.16236,0.741,1,82.65,-0.9,0.9,0.04,-0.05,0.05,0,85.0,-97.0,87.0,7396.04496,0.00055,-0.00055,0,7397.66699,13689.33457,1.3,0.06,-0.06,1,2015,Ariel,166.819074,8.432451817,10.24523665,37.23465017,16.64254889,9.252886928,4.213072531,6.542881455,2.978896808,15.939553475138887,56.609126946145835
37,471,471,AU Mic c,AU Mic c,2.065110638,5.340781436,8.855560108,612.3282203,1018.458026,2166.012056,Transit,2,5,9,0,0,0,0.5,-0.03,0.03,3700.0,-100.0,100.0,0.75,-0.03,0.03,9.7221,-0.004625,0.004625,4.57,-0.01,0.01,Gaia DR2 6794047652729201024,4.831,5.436,4.529,8.81,7.84038,4.449,0,,,,,0.022,-0.003,0.003,M1,311.2911369,-31.34245,3.239395431,0.15692573,-0.15692573,0.289,0.014,-0.014,13.59987752,11.40050494,-11.40050494,0.04279,0.03587,-0.03587,0,0,5.2,18.859019,2204.030308,-1.6e-05,1.6e-05,479.5930307,16465214012.0,0.110135211,0.1,2.3,14886.85643,0.51,1,89.0,-0.4,0.5,0.0,,,0,,,,8342.2223,0.0005,-0.0005,0,8351.65181,0.0,,,,2,2021,Ariel,15.32109153,13.21427104,2.660298912,0.933910936,16.5616027,0.234037986,4.2104994,0.165446232,2.977119568,16.456458212291665,59.710555369062504
38,75,75,HAT-P-33 b,HAT-P-33 b,1.0,3.199927081,6.271274053,1.0,1.767364724,3.500823441,Eclipse,1,2,4,0,0,0,1.82,-1.45,1.45,6446.0,-88.0,88.0,1.79,-0.48,0.48,396.11,-7.368,7.647,4.15,-0.01,0.01,Gaia DR2 893550942158776832,10.061,10.263,10.004,11.032,11.0238,9.998,0,0.05,,,[Fe/H],2.3,-0.3,0.3,F4,113.1842383,33.8350214,20.73661435,5.492400558,-5.492400558,1.85,0.49,-0.49,209.7667484,44.49597692,-44.49597692,0.66,0.14,-0.14,0,1,73.0,3.47447,211.1387025,-1e-06,1e-06,1717.636078,8200635079.0,0.054853746,0.3,2.3,15404.19447,0.325,1,87.2,-0.05,0.05,0.0,,,0,15.0,-22.0,22.0,6601.47713,0.00012,-0.00012,0,6603.214365,0.0,1.1,0.023,-0.023,1,2011,Ariel,95.06771328,4.973900443,5.332789388,23.30075144,16.49489656,5.772850233,4.17239592,4.082065445,2.950128154,16.99132607583333,62.919762550312505
39,41,41,WASP-79 b,WASP-79 b,1.0,2.983693858,5.832246842,1.0,1.0,1.574161185,Eclipse,1,1,2,0,0,0,1.43,-0.43,0.43,6600.0,-100.0,100.0,1.6,-0.14,0.14,246.69,-1.794,1.82,4.2,-0.15,0.15,Gaia DR2 4884779765893739904,9.123,9.299,9.056,10.044,9.97202,9.03,0,0.03,,,[Fe/H],1.4,-0.3,0.3,,66.3709016,-30.6004362,18.71899782,1.68134711,-1.68134711,1.67,0.15,-0.15,267.9293468,27.01541456,-25.42627253,0.843,0.085,-0.08,0,1,88.1,3.66238,109.1862953,-5e-06,5e-06,1700.784189,7837645112.0,0.05242572,0.3,2.3,14173.70867,0.5,1,85.4,-0.6,0.6,0.0,,,0,,,,8200.47327,0.00018,-0.00018,0,8202.30446,0.0,1.1,0.051,-0.051,1,2012,Ariel,143.7197053,7.796348461,7.478064783,31.45199536,16.45283523,7.787557432,4.161127804,5.506683346,2.942159443,17.483468737986108,65.87261852322918
40,238,238,HAT-P-12 b,HAT-P-12 b,1.0,3.141515849,6.179828289,1.689326287,12.44621536,25.46466086,Transit,1,3,6,0,0,0,0.73,-0.02,0.02,4650.0,-60.0,60.0,0.7,-0.01,0.02,142.751,-0.45,0.453,4.61,-0.01,0.01,Gaia DR2 1499514786891168640,10.236,10.794,10.108,12.665,12.4197,10.077,0,-0.29,-0.05,0.05,[Fe/H],2.5,-2.0,2.0,K4,209.3886452,43.49331,10.74941252,0.325060441,-0.235388595,0.959,0.029,-0.021,67.06179379,3.813940879,-3.813940879,0.211,0.012,-0.012,0,1,0.0,3.2130598,818.40921,-2.1e-06,2.1e-06,926.1137178,5740523144.0,0.038398148,0.3,2.3,8413.686696,0.211,1,89.0,-0.4,0.4,0.0,,,0,354.3,-2.1,2.1,4419.19556,0.0002,-0.0002,0,4420.80209,0.0,1.977,0.037,-0.036,1,2009,Ariel,74.03694147,5.917548833,4.855970303,7.455632944,16.35287332,1.867987223,4.147209187,1.320874118,2.932345138,17.775610637152774,67.62546991822917
41,81,81,HAT-P-1 b,HAT-P-1 b,1.0,2.896002899,5.670496568,1.0,1.877919218,3.729626044,Eclipse,1,2,4,0,0,0,1.15,-0.05,0.05,5980.0,-49.0,49.0,1.17,-0.03,0.03,158.979,-0.965,0.977,4.36,-0.01,0.01,Gaia DR2 1928431764627661440,8.923,9.156,8.858,9.827,10.1786,8.732,0,0.13,-0.008,0.008,[Fe/H],3.6,0.0,0.0,G0 V,344.4453632,38.674919,14.78464558,0.212970634,-0.212970634,1.319,0.019,-0.019,166.8599135,8.263538571,-8.263538571,0.525,0.026,-0.026,0,1,59.5,4.46529976,230.9353976,-5.5e-07,5.5e-07,1279.135913,8318231558.0,0.055640345,0.3,2.3,9933.862987,0.7501,1,85.634,-0.056,0.056,0.0,,,0,253.1,-2.0,2.0,3979.93202,0.00024,-0.00024,0,3982.16467,0.0,,,,1,2006,Ariel,126.5476813,7.783345729,6.719191907,17.84409033,16.32671982,4.435730795,4.131961884,3.136565942,2.92154393,18.120536435312495,69.6950247071875
42,118,118,WASP-63 b,WASP-63 b,1.0,2.94354383,5.753365808,1.0,3.100821745,6.087778087,Transit,1,3,6,0,0,0,1.28,-0.42,0.42,5550.0,-100.0,100.0,1.86,-0.19,0.19,290.684,-2.008,2.034,4.01,-0.03,0.03,Gaia DR2 5574766468155514752,9.463,9.818,9.393,11.155,10.9185,9.343,0,0.08,,,[Fe/H],8.3,-1.2,1.3,,94.3363562,-38.3233826,15.80466283,1.569257302,-1.569257302,1.41,0.14,-0.14,107.7438298,9.534852198,-9.534852198,0.339,0.03,-0.03,0,1,39.6,4.37808,363.7250057,-6e-06,6e-06,1480.047498,8507927200.0,0.056909212,0.3,2.3,19266.06255,0.252465487,1,87.8,-1.3,1.3,0.0,,,0,,,,5921.65359,0.0005,-0.0005,0,5923.84263,0.0,0.61,0.017,-0.017,1,2012,Ariel,63.17766418,4.398028936,3.642740789,15.10545706,16.30606892,3.75778065,4.129026183,2.657192256,2.919473653,18.789496940520827,73.7087877384375
43,321,321,HAT-P-18 b,HAT-P-18 b,1.0,3.325815581,6.529958671,4.178637406,33.23437378,67.68413391,Transit,1,3,7,0,0,0,0.77,-0.03,0.03,4803.0,-80.0,80.0,0.75,-0.04,0.04,161.4,-0.605,0.61,4.57,-0.04,0.04,Gaia DR2 1334573817793362560,10.34,10.822,10.234,12.597,12.3682,10.195,0,0.1,-0.08,0.08,[Fe/H],12.4,-6.4,4.4,K2,256.346376,33.0123251,11.15293583,0.582866998,-0.582866998,0.995,0.052,-0.052,63.56568132,6.038739725,-6.038739725,0.2,0.019,-0.019,0,1,27.5,5.508023,1167.039818,-6e-06,6e-06,820.0089758,8369998592.0,0.055986613,0.3,2.3,10289.08194,0.324,1,88.8,-0.3,0.3,0.084,-0.048,0.048,0,120.0,-56.0,56.0,4715.02174,0.0002,-0.0002,0,4717.775752,11903.50698,2.179,0.048,-0.048,1,2010,Ariel,47.50856033,5.210512519,3.500242292,4.855161925,15.92923938,1.216667517,4.03854766,0.860299107,2.855511521,19.146756730104162,76.20960626552083
44,84,84,WASP-52 b,WASP-52 b,1.0,3.383625399,6.642235087,1.0,2.078443667,4.046550963,Eclipse,1,2,4,0,0,0,0.87,-0.03,0.03,5000.0,-100.0,100.0,0.79,-0.02,0.02,174.818,-1.323,1.343,4.58,-0.01,0.01,Gaia DR2 2666015878575546496,10.186,10.588,10.086,12.192,11.9537,10.011,0,0.03,-0.12,0.12,[Fe/H],0.4,-0.2,0.3,K2 V,348.4947931,8.7610793,14.23540553,0.336269422,-0.336269422,1.27,0.03,-0.03,146.201067,6.356568132,-6.356568132,0.46,0.02,-0.02,0,1,0.0,1.7497798,237.6416728,-1.2e-06,1.2e-06,1258.128399,4058759608.0,0.027148894,0.3,2.3,6525.944438,0.6,1,85.35,-0.2,0.2,0.0,,,0,,,,5793.68143,9e-05,-9e-05,0,5794.55632,0.0,2.71,0.04,-0.04,1,2012,Ariel,175.3274019,7.356089411,9.625763069,19.44097068,15.85595202,4.852985281,4.018514643,3.431643334,2.841343464,19.373352023090273,77.7957733164236
45,243,243,WASP-117 b,WASP-117 b,1.0,3.235408425,6.312939221,1.708727558,13.57993035,26.76014668,Transit,1,3,6,0,0,0,1.29,-0.3,0.3,6040.0,-90.0,90.0,1.22,-0.06,0.06,157.963,-0.632,0.636,4.28,-0.16,0.16,Gaia DR2 4746157737910069888,8.86,9.143,8.78,10.139,10.0269,8.749,0,-0.11,,,[Fe/H],4.6,-2.0,2.0,F9,36.7758112,-50.2844247,11.88151957,0.784628651,-0.784628651,1.06,0.07,-0.07,87.75242306,3.146501225,-3.051152703,0.2761,0.0099,-0.0096,0,1,25.21,10.02165,846.0960145,-0.00055,0.00055,988.5407627,14815649803.0,0.099101336,0.3,2.3,16444.1995,0.32,1,89.14,-0.3,0.3,0.3,-0.02,0.02,0,242.0,-2.7,2.3,7355.51373,0.00055,-0.00055,0,7360.524555,9556.913469,0.8,0.052,-0.052,1,2014,Ariel,46.30899119,6.337986147,2.795171029,6.801058619,15.5638651,1.695943654,3.938620983,1.19921536,2.784839701,19.944331172395827,81.7926273615625
46,21,21,KELT-7 b,KELT-7 b,1.0,3.302742034,6.449688055,1.0,1.0,1.0,Eclipse,1,1,1,0,0,0,1.76,-0.25,0.25,6768.0,-7.0,7.0,1.81,-0.07,0.07,136.681,-0.924,0.938,4.5,,,Gaia DR2 181908842994567936,7.58,7.739,7.543,8.56,8.45173,7.496,0,0.0,,,[Fe/H],1.3,-0.2,0.2,F,78.2955912,33.3179532,17.93436917,0.672538844,-0.672538844,1.6,0.06,-0.06,441.7814852,69.92224945,-69.92224945,1.39,0.22,-0.22,0,1,138.0,2.73477,53.16610589,-4e-06,4e-06,1975.133011,6913257612.0,0.046242526,0.3,2.3,12560.84499,0.597,1,83.76,-0.38,0.38,0.0,,,0,,,,8343.40408,0.0001,-0.0001,0,8344.771465,0.0,0.83,0.012,-0.012,1,2015,Ariel,253.5204325,14.00462372,14.0042371,60.77575796,15.55059373,15.04771883,3.932325616,10.64051151,2.780381525,20.380471623437494,84.84561051885416
47,65,65,KELT-10 b,KELT-10 b,1.0,3.607346633,7.062465322,1.0,1.439567525,2.863612629,Eclipse,1,1,3,0,0,0,1.11,-0.06,0.06,5948.0,-74.0,74.0,1.21,-0.04,0.05,188.404,-2.132,2.182,4.32,-0.03,0.02,Gaia DR2 6710517793025165696,9.388,9.693,9.338,10.617,10.7009,9.305,0,0.09,-0.1,0.11,[Fe/H],4.5,-0.7,0.7,G0 V,284.5483823,-47.0033072,15.68136404,0.77341967,-0.549240056,1.399,0.069,-0.049,215.8054881,12.39530786,-12.07747945,0.679,0.039,-0.038,0,1,80.0,4.1662739,184.2729193,-6.3e-06,6.3e-06,1331.934801,7849419106.0,0.052504476,0.3,2.3,13480.47478,0.23,1,88.61,-0.74,0.86,0.0,,,0,,,,7066.72045,0.00027,-0.00027,0,7068.803587,0.0,1.416,0.034,-0.029,1,2016,Ariel,115.5546099,8.948102594,6.622721491,21.3554658,14.85612679,5.307077614,3.759928455,3.752708312,2.658494409,20.848543664409714,88.12211480565972
48,22,22,KELT-23 A b,KELT-23 A b,1.0,3.489495583,6.833156343,1.0,1.0,1.0,Eclipse,1,1,1,0,0,0,0.94,-0.05,0.06,5899.0,-49.0,49.0,1.0,-0.01,0.01,126.261,-0.351,0.352,4.42,-0.03,0.03,Gaia DR2 1644692064543192704,8.951,9.208,8.904,10.308,10.182,8.754,0,-0.105,-0.077,0.078,[Fe/H],6.4,-3.2,3.5,G2 V,232.1466406,66.3587097,14.82948151,0.280224518,-0.280224518,1.323,0.025,-0.025,298.1230454,15.25576352,-13.98444989,0.938,0.048,-0.044,0,1,150.6,2.255251,55.42135689,-1.2e-05,1.1e-05,1514.89041,4932538916.0,0.032993571,0.3,2.3,8589.016708,0.576,1,85.37,-0.3,0.31,0.0,,,0,,,,8140.3792,0.0027,-0.0029,0,8141.506825,0.0,1.864,0.028,-0.028,1,2019,Ariel,233.3505374,13.82228233,13.4382473,38.74953198,14.8281841,9.623708845,3.753079672,6.805070686,2.65365244,21.14677341121527,90.20972303329862
49,487,487,K2-24 c,K2-24 c,1.0,3.186567273,6.212728964,242.5191169,1699.763119,3367.586613,Transit,1,3,6,0,0,0,1.07,-0.06,0.06,5625.0,-60.0,60.0,1.16,-0.04,0.04,170.562,-1.338,1.36,4.29,-0.05,0.05,Gaia DR2 6049750234317822208,9.294,9.635,9.18,11.275,10.9072,9.122,0,0.34,-0.04,0.04,[Fe/H],5.1,-1.9,1.9,G9 V,242.5734559,-24.9906029,7.498808109,0.30264248,-0.30264248,0.669,0.027,-0.027,15.3987863,1.900613871,-1.798908781,0.04845,0.00598,-0.00566,0,1,0.0,42.3391,2461.001163,-0.0012,0.0012,610.0267679,36379242660.0,0.243339416,0.1,2.3,24882.74247,0.44,1,89.76,-0.21,0.18,0.0,,,1,,,,6915.4485,0.0078,-0.0079,0,6936.61805,0.0,0.4372,0.0026,-0.0026,1,2016,Ariel,5.422108197,2.792146204,0.585079639,0.51551631,14.779476,0.129033738,3.742074658,0.09122649,2.645874376,22.010757524756936,96.25761182809028
50,3,3,HD 202772 A b,HD 202772 A b,1.0,3.928940044,7.517633582,1.0,1.0,1.0,Eclipse,1,1,1,0,0,0,1.72,-0.07,0.06,6272.0,-71.0,77.0,2.59,-0.09,0.08,161.498,-2.388,2.459,3.85,-0.03,0.03,Gaia DR2 6790773586275235200,7.048,7.232,6.959,8.324,8.22688,6.882,0,0.3,-0.06,0.06,[Fe/H],1.7,-0.26,0.32,,319.6995877,-26.6163743,17.31787523,0.582866998,-0.672538844,1.545,0.052,-0.06,323.2314895,22.24798846,-21.61233165,1.017,0.07,-0.068,0,1,96.4,3.308958,10.42186639,-8.3e-05,8.3e-05,2062.654694,7789955294.0,0.052106724,0.3,2.3,20841.44518,0.403,1,84.51,-0.82,1.1,0.038,-0.027,0.042,0,98.0,-52.0,65.0,8338.61047,0.00024,-0.00024,0,8340.264949,22471.31233,0.3755,0.01,-0.0099,2,2019,Ariel,175.9905804,10.98906127,9.243530279,50.15575357,14.50776377,12.45140981,3.670412082,8.804687316,2.595197772,22.734418815729157,102.04690215586805
51,240,240,HAT-P-19 b,HAT-P-19 b,1.0,4.352311107,8.541509313,1.898322325,13.42780445,26.38368851,Transit,1,4,9,0,0,0,0.84,-0.04,0.04,4990.0,-130.0,130.0,0.82,-0.05,0.05,202.078,-1.451,1.471,4.54,-0.05,0.05,Gaia DR2 365426679516816512,10.644,11.095,10.546,12.826,12.5567,10.495,0,0.23,-0.08,0.08,[Fe/H],8.8,-5.2,5.2,K1,9.5165832,34.7114025,12.68856619,0.807046613,-0.807046613,1.132,0.072,-0.072,90.26326747,5.085254506,-5.085254506,0.284,0.016,-0.016,0,1,40.8,4.008778,824.1951135,-6e-06,6e-06,976.0663614,6971599222.0,0.046632771,0.3,2.3,9643.50566,0.404,1,88.2,-0.4,0.4,0.067,-0.042,0.042,0,256.0,-77.0,77.0,5091.53417,0.00034,-0.00034,0,5093.538559,8466.197248,,,,1,2010,Ariel,63.26380178,5.716393226,4.196633912,7.521542267,14.27568099,1.881484268,3.618076232,1.330421507,2.558208387,23.069262762256933,104.72565372809028
52,205,205,HIP 67522 b,HIP 67522 b,1.0,3.91041843,7.575192082,1.204657327,8.580394367,16.81250903,Transit,1,4,8,0,0,0,1.22,-0.05,0.05,5675.0,-75.0,75.0,1.38,-0.06,0.06,127.28,-1.087,1.105,4.2,-0.09,0.07,Gaia DR2 6113920619134019456,8.287,8.587,8.164,9.79,9.63261,8.108,0,0.0,,,,0.017,-0.002,0.002,G1 V,207.526001,-40.8358961,10.0656647,0.470777191,-0.470777191,0.898,0.042,-0.042,72.4648767,0.0,0.0,0.228,0.0,0.0,1,0,0.0,6.959503,687.412548,-1.5e-05,1.6e-05,1125.922381,11404337840.0,0.076283196,0.3,2.3,17071.22499,0.134,1,89.34,-0.54,0.45,0.059,-0.046,0.193,0,-17.0,-149.0,92.0,8604.02371,0.00036,-0.00037,0,8607.503461,0.0,,,,2,2020,Ariel,48.44064265,7.292539383,2.812700732,8.321929378,14.00968616,2.073835787,3.546929634,1.466439318,2.507894409,23.662013629965266,109.46766066975695
53,527,527,L 98-59 b,L 98-59 b,1.0,3.371499794,6.671377056,895.2549621,6907.146187,12230.67454,Transit,1,3,7,0,0,0,0.27,-0.03,0.03,3415.0,-135.0,135.0,0.3,-0.02,0.03,10.6194,-0.0032,0.0032,4.86,-0.13,0.13,Gaia DR2 5271055243163629056,7.359,7.933,7.101,11.685,10.5976,6.935,0,-0.46,-0.26,0.26,[Fe/H],0.8,,,M3 V,124.5328604,-68.3144658,0.851882536,0.056044904,-0.044835923,0.076,0.005,-0.004,0.400463792,0.158914203,-0.149379351,0.00126,0.0005,-0.00047,0,1,0.46,2.2531136,2904.605961,-1.5e-06,1.2e-06,629.8999194,3252430017.0,0.021755385,0.1,2.3,3494.17611,0.53,1,87.71,-0.44,1.16,0.103,-0.045,0.117,0,192.0,-155.0,70.0,8366.17067,0.00036,-0.00033,0,8367.297227,3347.658869,0.047426,0.008204,-0.008204,2,2019,Ariel,5.56469342,5.626521336,0.649400008,0.244339035,13.99839325,0.061458796,3.562386363,0.043453047,2.518866032,23.783339189340264,110.43826514475695
54,146,146,Qatar-8 b,Qatar-8 b,1.0,4.431195239,8.68938921,1.0,4.412745871,8.649505406,Eclipse,1,4,9,0,0,0,1.03,-0.05,0.05,5738.0,-51.0,51.0,1.31,-0.02,0.02,281.498,-2.543,2.588,4.21,-0.02,0.02,Gaia DR2 1076515002779544960,10.005,10.296,9.937,11.71,11.3494,9.898,0,0.025,-0.071,0.071,[Fe/H],8.3,-2.1,2.1,G0 V,157.4123405,70.5270835,14.40354024,0.246597576,-0.246597576,1.285,0.022,-0.022,117.9143388,19.70536121,-19.70536121,0.371,0.062,-0.062,0,1,47.7,3.71495,457.2732598,-0.001,0.001,1406.462273,7092712724.0,0.047442894,0.3,2.3,14439.17055,0.096,1,89.29,-0.7,0.7,0.0,,,0,,,,8210.8398,0.00085,-0.00085,0,8212.697275,0.0,1.029,0.063,-0.053,1,2019,Ariel,72.50297805,5.795144425,3.919111644,13.63702673,13.90490978,3.3903665,3.520110433,2.397380559,2.488930913,24.28469927788193,114.44914585309029
55,194,194,WASP-168 b,WASP-168 b,1.0,4.790695883,9.407794487,1.003714984,7.604972741,14.84870068,Transit,1,5,9,0,0,0,1.08,-0.05,0.05,6000.0,-100.0,100.0,1.12,-0.06,0.06,303.941,-1.888,1.911,4.37,-0.05,0.05,Gaia DR2 5555500000779464448,10.493,10.778,10.443,12.124,11.7139,10.391,0,-0.01,-0.09,0.09,,3.96,-1.77,1.77,F9 V,96.7446427,-46.8213635,16.8134711,5.604490365,-3.362694219,1.5,0.5,-0.3,133.4879308,12.71313626,-12.71313626,0.42,0.04,-0.04,0,1,50.0,4.153658,644.0635636,-3e-06,3e-06,1299.875668,7762347035.0,0.051922054,0.3,2.3,6815.366967,0.97,1,84.4,-0.6,0.6,0.0,,,0,,,,7424.5278,0.0004,-0.0004,0,7426.604629,0.0,1.19,0.15,-0.07,1,2018,Ariel,88.29540425,4.814635146,4.859730591,10.88645751,13.8349265,2.705541923,3.501256567,1.913125428,2.475597391,24.5213439642361,116.34230334392362
56,281,281,WASP-166 b,WASP-166 b,1.0,4.165763324,8.097151194,2.709938494,19.87685856,39.07332171,Transit,1,4,8,0,0,0,1.19,-0.06,0.06,6050.0,-50.0,50.0,1.22,-0.06,0.06,114.173,-0.586,0.591,4.34,-0.05,0.05,Gaia DR2 5664957444179338240,8.135,8.35,8.032,9.351,9.257,7.999,0,0.19,-0.05,0.05,[Fe/H],2.1,-0.9,0.9,F9 V,144.8751047,-20.9824191,7.06165786,0.336269422,-0.336269422,0.63,0.03,-0.03,32.10066907,1.589142033,-1.589142033,0.101,0.005,-0.005,0,1,10.4,5.44354,1011.99578,-4e-06,4e-06,1230.002745,9601400360.0,0.064223414,0.3,2.3,12957.32185,0.39,1,88.0,-0.7,0.7,0.0,,,0,,,,7664.3289,0.0006,-0.0006,0,7667.05067,0.0,0.281,0.007,-0.007,1,2019,Ariel,35.63533979,6.56352108,1.902784624,5.534990844,13.66424505,1.37619237,3.457859426,0.973123899,2.444912541,24.971250972916653,120.39146642204862
57,223,223,TOI-1842 b,TOI-1842 b,1.0,4.414435459,8.53603886,1.707470127,10.98489949,21.55222485,Transit,1,4,9,0,0,0,1.46,-0.03,0.03,6230.0,-50.0,50.0,2.02,-0.05,0.05,223.465,-2.216,2.26,4.1,-0.1,0.1,Gaia DR2 3719927426253118848,8.511,8.747,8.446,9.815,9.65981,8.398,0,0.22,-0.05,0.05,[M/H],2.49,-0.22,0.22,,201.9626552,9.0306437,11.65733996,0.672538844,-0.560449037,1.04,0.06,-0.05,68.01527901,12.71313626,-12.07747945,0.214,0.04,-0.038,0,1,15.9,9.5739,754.4815084,-0.0001,0.0002,1304.961554,14976426164.0,0.100176764,0.3,2.3,24982.44787,0.297642946,1,88.4,-1.5,0.9,0.0,,,0,,,,9402.4575,0.0026,-0.0024,0,9407.24445,0.0,0.314667,0.007761,-0.007761,2,2021,Ariel,31.54988893,5.103213104,1.71463149,7.452596772,13.43949511,1.850630575,3.400297875,1.308603706,2.404211466,25.838697079513874,128.19848138142362
58,160,160,WASP-31 b,WASP-31 b,1.0,5.44781462,10.69362177,1.0,5.432395867,10.68219341,Eclipse,1,5,11,0,0,0,1.16,,0.03,6302.0,,102.0,1.25,,0.03,383.829,-6.231,6.437,4.31,-0.08,0.07,Gaia DR2 3545873945303316224,10.709,10.912,10.65,11.658,11.8163,10.618,0,0.2,-0.09,0.09,,1.0,-0.5,3.0,,169.4388603,-19.0547781,17.36271115,0.560449037,-0.560449037,1.549,0.05,-0.05,155.4180908,7.945710165,-7.945710165,0.489,0.025,-0.025,0,1,59.4,3.4059096,513.0792078,-5e-06,5e-06,1522.772851,6964223827.0,0.046583437,0.3,2.3,9643.680855,0.77,1,84.41,-0.22,0.22,0.0,,,0,,,,5192.6887,0.0003,-0.0003,0,5194.391655,0.0,1.615,0.027,-0.027,1,2010,Ariel,85.5669704,5.256572191,4.575799974,14.37062188,13.35342837,3.563140732,3.37826152,2.519541518,2.388629841,26.173547109201376,131.21213164861112
59,23,23,WASP-74 b,WASP-74 b,1.0,4.403309419,8.60795269,1.0,1.0,1.005684288,Eclipse,1,1,1,0,0,0,0.98,-0.24,0.24,5990.0,-110.0,110.0,1.42,-0.1,0.1,149.216,-1.132,1.149,4.39,-0.07,0.07,Gaia DR2 4224062406762625152,8.286,8.548,8.221,9.75,9.5723,8.14,0,0.39,,,[Fe/H],3.7,-0.9,0.9,F9,304.538843,-1.0760033,15.24421379,1.120898073,-1.120898073,1.36,0.1,-0.1,262.5262638,6.674396538,-6.674396538,0.826,0.021,-0.021,0,1,0.0,2.13775,57.55910689,-1e-06,1e-06,1853.119534,4826266304.0,0.032282718,0.3,2.3,8246.422994,0.86,1,79.81,-0.24,0.24,0.0,,,0,,,,7205.93774,0.0001,-0.0001,0,7207.006615,0.0,0.96,0.014,-0.014,1,2015,Ariel,227.6365819,11.51857727,12.10240066,38.84393717,13.19511399,9.64675404,3.339376298,6.821421639,2.361138471,26.459881240937488,133.78913883423613
