,Unnamed: 0.1,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,Tier1_SNR,Tier1 Transit S/N,Tier2_SNR,Tier2 Transit S/N,Tier3_SNR,Tier3 Transit S/N,cumulative transit [days],N cumulative transit [days]
84,272,272,55 Cnc e,55 Cnc e,3.237076249,13.63167887,24.71331722,5.204019289,18.42934283,33.27030963,Transit,3,14,25,0,0,0,0.91,-0.01,0.01,5172.0,-18.0,18.0,0.94,-0.01,0.01,12.5855,-0.0123,0.0124,4.43,-0.02,0.02,Gaia DR2 704967037090946688,4.265,4.768,4.015,5.95084,5.72973,4.001,0,0.35,-0.1,0.1,[Fe/H],10.2,-2.5,2.5,G8 V,133.1468373,28.3298154,1.871899782,0.033626942,-0.033626942,0.167,0.003,-0.003,7.739121701,0.368680952,-0.298758702,0.02435,0.00116,-0.00094,0,1,6.0,0.7365474,966.8518676,-1.4e-06,1.3e-06,1880.057222,2314082889.0,0.015478815,0.3,2.3,5448.370778,0.39,1,83.59,-0.44,0.47,0.05,-0.03,0.03,0,86.0,-33.4,30.7,7063.2096,0.0006,-0.0004,0,7063.577874,6020.413103,0.038,0.0052,-0.0052,1,2004,Ariel,66.0969549,22.51970166,4.074633455,9.773980873,11.10797074,2.43926485,2.814371469,1.724876091,1.989936305,37.23902912322916,258.6644309126736
85,237,237,WASP-21 b,WASP-21 b,1.0,7.180810279,14.09137499,1.718756648,12.79625782,24.8962126,Transit,1,7,14,0,0,0,1.01,-0.03,0.03,5800.0,-100.0,100.0,1.06,-0.04,0.04,258.426,-2.845,2.907,4.28,-0.03,0.03,Gaia DR2 2831084391023184128,10.085,10.35,9.982,11.59,11.3987,9.933,0,-0.22,-0.04,0.04,[M/H],12.0,-5.0,2.0,G3 V,347.4928024,18.3961597,11.99360938,0.672538844,-0.672538844,1.07,0.06,-0.06,92.17023791,3.178284066,-3.178284066,0.29,0.01,-0.01,0,1,0.0,4.322482,815.1961502,-2.4e-05,1.9e-05,1219.847077,7795199481.0,0.052141803,0.3,2.3,12156.89879,0.23,1,88.75,-0.7,0.84,0.0,,,0,,,,4743.0419,0.0019,-0.0022,0,4745.203141,0.0,1.082,0.037,-0.035,1,2010,Ariel,57.38222959,6.533216528,2.856004318,7.898603354,11.08059045,1.965696297,2.804893489,1.389972522,1.983228759,37.661143664548604,264.1519199498264
86,244,244,HD 221416 b,HD 221416 b,2.887194091,8.983576847,15.48423776,6.405861423,15.86692815,26.98015059,Transit,3,9,15,0,0,0,1.21,-0.07,0.07,5080.0,-90.0,90.0,2.94,-0.06,0.06,95.5483,-0.7254,0.7364,3.58,-0.01,0.01,Gaia DR2 2388463203438164096,6.149,6.568,6.043,8.15,7.90776,6.017,0,-0.08,-0.08,0.08,[Fe/H],4.9,-1.1,1.1,K0 IV/V,353.0331863,-21.8012007,9.370707891,0.347478403,-0.31385146,0.836,0.031,-0.028,60.38739725,5.720911319,-5.720911319,0.19,0.018,-0.018,0,1,14.1,14.2767,860.3727145,-0.0037,0.0037,1159.363513,18361648063.0,0.122820388,0.3,2.3,31844.97092,0.728,1,85.75,-0.35,0.36,0.115,-0.03,0.034,0,-106.0,-31.1,34.7,8357.0149,0.0025,-0.0026,0,8364.15325,0.0,0.0832,3e-05,-3e-05,2,2019,Ariel,29.67307644,7.011931352,1.756849328,7.203210887,11.07730232,1.798513414,2.807031163,1.27176223,1.984747268,38.76687182149305,278.52638599010413
87,74,74,HAT-P-30 b,HAT-P-30 b,1.0,6.579746864,12.90495003,1.0,1.766315743,3.494751172,Eclipse,1,2,3,0,0,0,1.55,-0.51,0.51,6304.0,-88.0,88.0,1.31,-0.13,0.13,213.985,-2.173,2.217,4.36,-0.3,0.3,Gaia DR2 3096441729861716224,9.22,9.442,9.151,10.352,10.2998,9.039,0,0.13,,,[Fe/H],1.0,-0.5,0.8,F7,123.9498431,5.8368669,16.14093225,1.68134711,-1.68134711,1.44,0.15,-0.15,237.0999913,6.356568132,-6.674396538,0.746,0.02,-0.021,0,1,92.4,2.8106,207.6642325,-5e-06,5e-06,1584.112347,6748510177.0,0.045140536,0.3,2.3,7458.084444,0.854,1,83.6,-0.04,0.04,0.04,-0.02,0.02,0,252.0,-84.0,84.0,5456.4662,0.00013,-0.00013,0,5457.8715,6911.435423,1.3,0.045,-0.045,1,2011,Ariel,143.3531411,9.279198235,7.245869223,20.64856267,11.01337499,5.118948239,2.786249429,3.619675857,1.970042415,39.025833086909714,281.8928824405208
88,331,331,TOI-257 b,TOI-257 b,1.869578748,7.987590191,14.5124989,13.70735284,42.02913901,76.37728048,Transit,2,8,15,0,0,0,1.41,-0.05,0.04,6095.0,-89.0,89.0,1.87,-0.03,0.03,76.9028,-0.1943,0.1953,4.04,-0.02,0.02,Gaia DR2 4747624104168195072,6.325,6.504,6.256,7.57,7.41653,6.209,0,0.175,-0.098,0.099,[Fe/H],,,,,47.5172608,-50.8322632,7.162538687,0.14571675,-0.14571675,0.639,0.013,-0.013,43.86032011,7.310053352,-7.310053352,0.138,0.023,-0.023,0,1,8.5,18.38818,1229.858932,-0.00084,0.00085,993.9567852,22873371392.0,0.15299914,0.3,2.3,23332.8547,0.643,1,87.91,-0.1,0.11,0.0,,,0,,,,8385.7601,0.0013,-0.0012,0,8394.95419,0.0,0.124,0.0016,-0.0016,2,2021,Ariel,22.92692503,8.71713917,1.363127204,3.987823993,11.01320979,0.99422215,2.786847133,0.703022542,1.970466546,39.83600165288193,292.4250737981597
89,424,424,HD 63433 b,HD 63433 b,2.299000032,9.449607462,17.07386802,110.6584429,334.3296409,598.2044438,Transit,2,9,17,0,0,0,0.99,-0.03,0.03,5640.0,-74.0,74.0,0.91,-0.03,0.03,22.4035,-0.0225,0.0225,4.53,-0.09,0.09,Gaia DR2 875071278432954240,5.359,5.624,5.258,6.92035,6.71831,5.246,0,0.017,-0.017,0.017,[M/H],0.414,-0.023,0.023,G5IV,117.4793699,27.3631342,2.1521243,0.100880827,-0.100880827,0.192,0.009,-0.009,5.275951549,0.0,0.0,0.0166,0.0,0.0,1,0,0.0,7.10793,1811.614141,-0.00034,0.0004,934.2619124,10787938769.0,0.072160126,0.3,2.3,11540.51277,0.18,1,89.38,-0.64,0.43,0.0,,,0,,,,8916.4526,0.0032,-0.0027,0,8920.006565,0.0,0.0467,0.0024,-0.0023,2,2020,Ariel,13.25570232,11.61454605,0.838442664,1.553232372,11.0099244,0.387961194,2.787590109,0.274329579,1.970995614,40.23671390184027,297.634333034618
90,496,496,TOI-216.02,TOI-216.02,1.0,6.548652897,12.85514393,272.9698178,2158.21082,4308.073844,Transit,1,7,13,0,0,0,0.77,-0.03,0.03,5026.0,-125.0,125.0,0.75,-0.02,0.02,177.945,-0.875,0.883,4.66,-0.2,0.2,Gaia DR2 4664811297844004352,10.332,10.759,10.218,12.324,12.1631,10.168,0,0.32,-0.1,0.1,[M/H],,,,,73.9800129,-63.2603301,8.003212242,3.004006836,-1.99519857,0.714,0.268,-0.178,18.75187599,0.635656813,-0.635656813,0.059,0.002,-0.002,0,0,0.0,17.16073,2574.426525,,,625.6065447,17854679567.0,0.119429295,0.1,2.3,6820.238705,0.98,1,88.6,-0.04,0.03,0.16,-0.002,0.003,0,291.8,-1.0,0.8,8324.5911,,,0,8333.171465,5055.94046,0.475,0.014,-0.015,2,2019,Ariel,11.29999135,2.985054039,1.086199713,0.54055975,10.89061039,0.13542821,2.759978669,0.095748993,1.951478807,40.47352774576388,300.71291300562496
91,388,388,V1298 Tau b,V1298 Tau b,1.0,5.66233097,10.87339862,12.24686903,71.93580977,139.4910749,Transit,1,6,11,0,0,0,1.1,-0.05,0.05,4970.0,-120.0,120.0,1.34,-0.05,0.06,108.199,-0.696,0.704,4.25,-0.03,0.03,Gaia DR2 51886335968692480,8.191,8.687,8.094,10.115,10.0702,8.044,0,0.139,-0.031,0.031,[M/H],0.023,-0.004,0.004,K0,61.331654,20.1570318,10.26742635,0.582866998,-0.526822094,0.916,0.052,-0.047,75.00750396,0.0,0.0,0.236,0.0,0.0,1,0,0.0,24.1396,1537.803129,-0.0018,0.0018,695.411484,25245399898.0,0.168865551,0.1,2.3,23687.26626,0.46,1,89.0,-0.24,0.46,0.0,,,1,85.0,-72.0,72.0,7067.0488,0.0018,-0.0018,0,7079.1186,0.0,0.5,,,1,2019,Ariel,21.23198902,7.254670052,1.913285967,2.302839236,10.87876545,0.577133009,2.757248345,0.408057588,1.949548938,41.296002268680546,311.40508180354163
92,153,153,WASP-49 b,WASP-49 b,1.0,7.03728158,13.81314316,1.0,4.849260293,9.489830234,Eclipse,1,5,9,0,0,0,0.92,-0.3,0.3,5600.0,-150.0,150.0,0.97,-0.09,0.09,194.553,-1.189,1.203,4.5,-0.1,0.1,Gaia DR2 2991284369063612928,9.812,10.146,9.749,11.352,11.2907,9.648,0,-0.23,,,[Fe/H],11.9,-3.2,0.8,G6 V,91.0897193,-16.9653901,12.44196861,1.23298788,-1.23298788,1.11,0.11,-0.11,126.8135342,9.534852198,-9.534852198,0.399,0.03,-0.03,0,1,0.0,2.78174,478.7021442,-6e-06,6e-06,1325.438256,5632548577.0,0.03767591,0.3,2.3,7429.266273,0.7704,1,84.89,-0.19,0.19,0.0,,,0,90.0,,,6267.68389,0.00013,-0.00013,0,6269.07476,0.0,1.4,0.038,-0.038,1,2012,Ariel,99.67603547,8.352635846,5.283826801,12.38052421,10.83292981,3.081020063,2.742926549,2.178638777,1.939416117,41.553962903159714,315.01653068624995
93,85,85,HD 149026 b,HD 149026 b,1.0,6.908942494,13.41649987,1.0,2.122416926,4.139646438,Eclipse,1,2,4,0,0,0,1.42,-0.33,0.33,6179.0,-15.0,15.0,1.41,-0.03,0.03,75.8643,-0.1733,0.174,4.37,-0.04,0.04,Gaia DR2 1331356474971716992,6.899,7.118,6.819,8.15,8.01416,6.786,0,0.32,,,[Fe/H],2.6,-0.2,0.2,G0,247.6229827,38.3475349,8.294645741,0.224179615,-0.224179615,0.74,0.02,-0.02,102.3407469,4.449597692,-3.813940879,0.322,0.014,-0.012,0,1,37.9,2.87589,240.5175628,-2e-06,2e-06,1622.101507,6655422160.0,0.044517874,0.3,2.3,10352.78008,0.571,1,84.55,-0.58,0.58,0.0,,,0,109.0,-21.0,21.0,4456.78761,0.00014,-0.00014,0,4458.225555,0.0,0.29,0.0087,-0.0087,1,2005,Ariel,101.7771208,15.16662825,5.339817849,18.09876062,10.80785446,4.488931676,2.73462493,3.174189118,1.933541733,41.91343443371527,320.0491321140277
94,176,176,TrES-4 b,TrES-4 b,1.0,8.637838911,16.95001848,1.0,6.66453523,13.15634457,Eclipse,1,7,13,0,0,0,1.08,-0.38,0.38,6200.0,-75.0,75.0,1.66,-0.19,0.19,515.98,-6.843,7.027,4.06,-0.02,0.02,Gaia DR2 4609062308806929152,10.35,10.583,10.33,11.932,11.4731,10.243,0,0.14,,,[Fe/H],2.2,-0.4,0.4,F8 V,268.3043361,37.2117397,18.04645898,2.017616532,-2.017616532,1.61,0.18,-0.18,158.2785465,10.48833742,-10.17050901,0.498,0.033,-0.032,0,1,51.4,3.55395,563.609488,-7.5e-05,7.5e-05,1722.504745,6995951241.0,0.04679566,0.3,2.3,12932.34619,0.755,1,82.81,-0.33,0.33,0.0,,,0,80.6,-160.0,9.5,5364.6085,0.0003,-0.0003,0,5366.385475,0.0,0.98,0.017,-0.017,1,2007,Ariel,75.71530539,4.955348469,3.507705824,13.82879663,10.69063109,3.429724133,2.704902262,2.425213719,1.912525898,42.36247423197916,326.33568928972215
95,114,114,NGTS-2 b,NGTS-2 b,1.0,7.610367672,14.90500524,1.0,2.968432864,5.862242492,Eclipse,1,3,6,0,0,0,1.64,-0.22,0.19,6478.0,-89.0,94.0,1.7,-0.04,0.05,356.391,-7.845,8.2,4.2,-0.06,0.03,Gaia DR2 6220602384081327104,9.858,10.055,9.799,10.789,10.8605,9.759,0,-0.06,-0.09,0.09,[Fe/H],2.17,-0.37,0.37,F5 V,215.1227617,-31.2020698,17.87832427,0.526822094,-0.504404133,1.595,0.047,-0.045,235.1930209,41.31769286,-38.13940879,0.74,0.13,-0.12,0,1,65.8,4.511164,342.0606126,-6.1e-05,6.1e-05,1568.980869,9426960190.0,0.06305659,0.3,2.3,16799.15156,0.20870826,1,88.5,-1.2,1.0,0.0,,,0,,,,7759.1261,0.0014,-0.0013,0,7761.381682,0.0,,,,1,2018,Ariel,73.90326993,7.502516418,3.93498577,16.87026733,10.55843561,4.179630003,2.670678276,2.955466119,1.888325671,42.945778105590264,334.50194352027773
96,387,387,HATS-43 b,HATS-43 b,1.0,12.51617423,24.54874474,11.17095374,73.42356543,139.3766284,Transit,1,13,25,1,0,1,0.84,-0.02,0.02,5099.0,-61.0,61.0,0.81,-0.03,0.03,362.273,-2.232,2.259,4.54,-0.04,0.04,Gaia DR2 2905983466705521792,11.646,12.064,11.556,13.562,13.4014,11.497,0,0.05,-0.041,0.041,[Fe/H],8.6,-4.8,3.0,,80.5382418,-30.9708179,13.22659726,0.560449037,-0.560449037,1.18,0.05,-0.05,82.95321412,17.16273396,-17.16273396,0.261,0.054,-0.054,0,1,37.5,4.3888497,1513.663529,-5.9e-06,5.9e-06,961.8038135,7405565271.0,0.049535554,0.3,2.3,10449.81013,0.172,1,89.24,-0.41,0.29,0.173,-0.089,0.089,0,330.0,-120.0,120.0,7636.08946,0.00025,-0.00025,0,7638.283885,8785.919514,,,,1,2018,Ariel,41.76418457,4.83473976,2.475512553,4.528086389,10.34248027,1.132416359,2.620740217,0.800744092,1.853027674,43.308618735104154,339.94455296298605
97,275,275,WASP-183 b,WASP-183 b,1.0,10.67538203,20.94741837,2.578353346,17.86283651,34.27155445,Transit,1,11,21,0,0,0,0.78,-0.04,0.04,5313.0,-72.0,72.0,0.87,-0.04,0.04,325.377,-3.885,3.979,4.45,-0.04,0.04,Gaia DR2 3803004978659671040,11.268,11.639,11.207,13.081,12.8148,11.168,0,-0.31,-0.04,0.04,[Fe/H],14.9,-1.7,1.7,G9,163.7888521,-0.7370663,16.47720167,10.53644189,-3.698963641,1.47,0.94,-0.33,159.5498601,14.93793511,-14.93793511,0.502,0.047,-0.047,0,1,74.8,4.1117771,978.9560247,-5.1e-06,5.1e-06,1074.639776,6917500879.0,0.046270909,0.3,2.3,7260.43335,0.916,1,85.37,-0.88,0.61,0.0,,,0,,,,7796.1845,0.0024,-0.0024,0,7798.240389,0.0,2.26,0.6,-0.36,1,2019,Ariel,79.23881361,5.991915183,4.585612581,8.233496786,10.31863683,2.055373442,2.613797195,1.453386208,1.848116388,43.560717115312485,343.72602866611106
98,27,27,WASP-12 b,WASP-12 b,1.0,8.462711808,16.60250054,1.0,1.0,1.108532458,Eclipse,1,1,1,0,0,0,1.43,-0.11,0.11,6360.0,-140.0,140.0,1.66,-0.05,0.05,427.246,-5.903,6.068,4.16,-0.01,0.01,Gaia DR2 3435282862461427072,10.228,10.477,10.188,11.569,11.4999,10.111,0,0.07,-0.07,0.07,[Fe/H],2.0,-2.0,0.7,,97.636645,29.6722662,21.71179568,0.627702921,-0.627702921,1.937,0.056,-0.056,465.6186157,25.10844412,-25.10844412,1.465,0.079,-0.079,0,1,226.4,1.09142,69.49588939,-1.4e-07,1.4e-07,2499.272484,3496803790.0,0.023389992,0.3,2.3,10809.21964,0.339,1,83.52,-0.03,0.03,0.0447,-0.0043,0.0043,0,272.7,-1.3,2.4,6594.6816,4e-05,-4e-05,0,6595.22731,9885.205733,1.389,0.013,-0.013,1,2008,Ariel,197.2645976,10.07105558,12.69031153,50.44857415,10.30519793,12.55729617,2.60693634,8.879649667,1.843257139,43.93603724170137,349.3558305619444
99,300,300,WASP-160 B b,WASP-160 B b,1.0,9.835959502,19.30060757,3.818232971,26.80680033,51.53800611,Transit,1,10,19,0,0,0,0.87,-0.07,0.07,5298.0,-99.0,99.0,0.87,-0.03,0.03,288.326,-2.008,2.036,4.5,-0.09,0.08,Gaia DR2 2910755484609597312,11.172,11.591,11.055,13.04,12.8842,11.021,0,0.27,-0.1,0.1,[Fe/H],9.75,-2.28,2.28,K0 V,87.679561,-27.6233218,12.217789,0.526822094,-0.45956821,1.09,0.047,-0.041,88.35629703,13.98444989,-14.3022783,0.278,0.044,-0.045,0,1,39.9,3.7684952,1087.422897,-3.5e-06,3.5e-06,1083.30681,6768873143.0,0.045276743,0.3,2.3,10308.15156,0.2,1,88.97,-0.57,0.63,0.0,,,0,,,,7383.65494,0.00021,-0.00021,0,7385.539188,0.0,1.663,0.043,-0.038,1,2018,Ariel,47.64978263,6.035154737,2.88847006,6.242999884,10.27747636,1.55842769,2.603431248,1.101988727,1.840787165,44.293959170868035,354.7246594994444
100,421,421,HD 219134 b,HD 219134 b,5.512084313,25.37292834,46.54246392,92.75429654,320.8561222,538.7056565,Transit,6,25,47,0,0,0,0.81,-0.03,0.03,4699.0,-16.0,16.0,0.78,-0.01,0.01,6.53127,-0.00385,0.00384,4.57,-0.02,0.02,Gaia DR2 2009481748875806976,3.469,3.981,3.261,5.56911,5.2402,,0,0.11,-0.04,0.04,[Fe/H],11.0,-2.2,2.2,K3 V,348.3372026,57.1696255,1.602884245,0.056044904,-0.056044904,0.143,0.005,-0.005,4.738821542,0.190697044,-0.190697044,0.01491,0.0006,-0.0006,0,1,2.381,3.092926,1797.491195,-1e-05,1e-05,983.3417771,5793922375.0,0.038755334,0.3,2.3,3410.81116,0.9245,1,85.05,-0.09,0.09,0.0,,,0,0.0,,,7126.69913,0.00087,-0.00087,0,7128.245593,0.0,0.0358,0.0024,-0.0024,1,2015,Ariel,34.9217407,18.80624883,2.310929706,2.472343369,10.24915647,0.619078983,2.599003268,0.437760175,1.837662806,44.41239011392359,356.50112364527774
101,30,30,KELT-17 b,KELT-17 b,1.0,6.839917198,13.5693898,1.0,1.0,1.145122254,Eclipse,1,1,1,0,0,0,1.64,-0.06,0.07,7454.0,-49.0,49.0,1.65,-0.06,0.06,226.5,-2.453,2.506,4.22,-0.02,0.02,Gaia DR2 651935220461650560,8.697,8.745,8.646,9.234,9.20887,8.62,0,-0.018,-0.072,0.074,[Fe/H],0.65,-0.15,0.15,A,125.617407,13.7353093,17.09369561,0.728583748,-0.672538844,1.525,0.065,-0.06,416.3552126,88.99195385,-92.17023791,1.31,0.28,-0.29,0,1,131.0,3.0801716,80.37130359,-5.2e-06,5.3e-06,2019.861101,7309638017.0,0.0488939,0.3,2.3,12477.62364,0.57,1,84.87,-0.43,0.45,0.0,,,0,,,,7226.142194,0.00033,-0.00033,0,7227.68228,0.0,0.907,0.017,-0.016,1,2016,Ariel,154.4662924,14.5287489,7.849839948,36.00504996,10.23607413,8.893390058,2.586985278,6.288645892,1.829144711,44.84564093475693,362.99988595777774
102,33,33,WASP-82 b,WASP-82 b,1.0,7.64450745,14.88973374,1.0,1.0,1.236883747,Eclipse,1,1,1,0,0,0,1.48,-0.37,0.37,6480.0,-90.0,90.0,2.1,-0.16,0.16,275.664,-3.055,3.122,3.96,-0.03,0.03,Gaia DR2 3231856379348299008,8.868,9.046,8.759,10.073,9.89796,8.732,0,0.12,,,[Fe/H],,,,F5,72.6605916,1.8938365,18.15854878,1.457167495,-1.457167495,1.62,0.13,-0.13,371.8592357,63.56568132,-63.56568132,1.17,0.2,-0.2,0,1,130.7,2.70579,87.86335773,-2e-06,2e-06,2104.095408,6479098909.0,0.043338454,0.3,2.3,18081.12426,0.16,1,87.9,-1.65,1.65,0.0,,,0,,,,6157.9898,0.0005,-0.0005,0,6159.342695,0.0,0.63,0.01,-0.01,1,2015,Ariel,127.4007633,11.49879793,7.326958868,37.97018104,10.19029364,9.419182391,2.577554352,6.660521303,1.8224816,45.47345774934026,372.4171381765277
103,564,564,L 98-59 d,L 98-59 d,1.0,6.342841193,12.57202956,5086.957332,34180.24315,88970.86685,Transit,1,6,13,0,0,0,0.27,-0.03,0.03,3415.0,-135.0,135.0,0.3,-0.02,0.03,10.6194,-0.0032,0.0032,4.86,-0.13,0.13,Gaia DR2 5271055243163629056,7.359,7.933,7.101,11.685,10.5976,6.935,0,-0.46,-0.26,0.26,[Fe/H],0.8,,,M3 V,124.5328604,-68.3144658,1.524421379,0.123298788,-0.100880827,0.136,0.011,-0.009,1.93875328,0.279688998,-0.279688998,0.0061,0.00088,-0.00088,0,1,1.5,7.4507245,3638.270278,-4.6e-06,8.1e-06,422.7981523,7219130699.0,0.0482885,0.1,2.3,2932.612793,0.922,1,88.449,-0.111,0.058,0.074,-0.046,0.057,0,180.0,-50.0,27.0,8362.73974,0.00031,-0.0004,0,8366.465102,2932.612793,0.186849,0.040817,-0.040817,2,2019,Ariel,4.367409171,8.506455371,1.177865628,0.119536716,10.18852566,0.029920641,2.592830778,0.021150043,1.833319777,45.57528458243054,373.9445406728819
104,434,434,TOI-421 c,TOI-421 c,1.0,6.518117127,12.67943069,60.93284889,418.6898016,826.5828234,Transit,1,7,13,0,0,0,0.85,-0.02,0.03,5325.0,-58.0,78.0,0.87,-0.01,0.01,74.7969,-0.2029,0.2041,4.49,-0.02,0.03,Gaia DR2 2984582227215748864,8.219,8.547,8.071,9.931,9.77776,8.058,0,-0.02,-0.05,0.05,[Fe/H],9.4,-3.1,2.4,G9 V,81.8532824,-14.2767404,5.088877252,0.15692573,-0.14571675,0.454,0.014,-0.013,16.41901548,1.061546878,-1.03929889,0.05166,0.00334,-0.00327,0,1,4.66,16.06819,1849.898768,-0.00035,0.00035,717.7870836,17661012342.0,0.118133862,0.1,2.3,11385.65589,0.738,1,88.353,-0.084,0.078,0.152,-0.042,0.042,0,114.7,-13.3,15.6,8440.13162,0.0007,-0.00068,0,8448.165715,15034.03695,0.289,4.7e-05,-4.7e-05,2,2020,Ariel,12.54020879,6.464564986,1.049584178,0.939404465,10.10860057,0.235281352,2.560546031,0.166355483,1.810464407,45.97061985638887,379.8745697822569
105,79,79,XO-7 b,XO-7 b,1.0,7.950361579,15.5765886,1.0,1.827746559,3.620987508,Eclipse,1,2,4,0,0,0,1.41,-0.06,0.06,6250.0,-100.0,100.0,1.48,-0.02,0.02,234.149,-1.181,1.194,4.25,-0.02,0.02,Gaia DR2 2303332931542914048,9.308,9.557,9.241,10.521,10.4575,9.16,0,0.432,-0.057,0.057,[Fe/H],1.18,-0.71,0.98,G0 V,277.4780753,85.2333208,15.38993054,0.291433499,-0.291433499,1.373,0.026,-0.026,225.3403403,10.80616582,-10.80616582,0.709,0.034,-0.034,0,1,80.5,2.8641424,223.3085179,-4.3e-06,4.3e-06,1685.253526,6621668299.0,0.044292096,0.3,2.3,10251.00367,0.709,1,83.45,-0.29,0.29,0.038,-0.033,0.033,0,,,,7917.47503,0.00045,-0.00045,0,7918.907101,0.0,0.909,0.018,-0.018,1,2019,Ariel,109.4294878,9.700670879,6.004537795,20.87024258,10.07847076,5.174782594,2.549877121,3.659167267,1.802913624,46.32655748381943,385.5695718211458
106,34,34,KELT-14 b,KELT-14 b,1.0,7.949384629,15.5931641,1.0,1.0,1.237604168,Eclipse,1,1,1,0,0,0,1.24,-0.04,0.04,5720.0,-130.0,130.0,1.52,-0.03,0.03,250.121,-1.529,1.549,4.17,-0.02,0.02,Gaia DR2 5560886336446650240,9.487001,9.808,9.424,11.001,10.8384,9.384,0,0.32,-0.09,0.09,[Fe/H],5.11,-0.8,0.8,G4,108.301409,-42.4097623,19.53725341,0.526822094,-0.526822094,1.743,0.047,-0.047,394.1072242,22.88364527,-22.88364527,1.24,0.072,-0.072,0,1,179.8,1.7100566,89.57341433,-2.6e-06,3.2e-06,1896.413932,4498270124.0,0.030088763,0.3,2.3,7899.037423,0.8622,1,78.3,-0.3,0.3,0.0,,,0,,,,6665.22401,0.00021,-0.00021,0,6666.079038,0.0,1.386,0.029,-0.029,1,2016,Ariel,205.0975676,10.52745807,12.2941336,37.93022614,10.02264419,9.435141402,2.537351521,6.671818685,1.794061083,46.600829616562486,389.95792594503473
107,509,509,L 98-59 c,L 98-59 c,1.0,6.690302225,13.2188692,496.5774329,4108.918277,6923.769657,Transit,1,7,13,0,0,0,0.27,-0.03,0.03,3415.0,-135.0,135.0,0.3,-0.02,0.03,10.6194,-0.0032,0.0032,4.86,-0.13,0.13,Gaia DR2 5271055243163629056,7.359,7.933,7.101,11.685,10.5976,6.935,0,-0.46,-0.26,0.26,[Fe/H],0.8,,,M3 V,124.5328604,-68.3144658,1.389913611,0.089671846,-0.078462865,0.124,0.008,-0.007,2.218442278,0.260619293,-0.251084441,0.00698,0.00082,-0.00079,0,1,2.19,3.6906777,2713.226531,-2.6e-06,1.6e-06,534.3558179,4519495743.0,0.030230741,0.1,2.3,3992.343909,0.601,1,88.11,-0.16,0.36,0.103,-0.058,0.045,0,261.0,-10.0,20.0,8367.27375,0.00013,-0.00022,0,8369.119089,3255.052508,0.179898,0.008842,-0.008842,2,2019,Ariel,8.79502862,11.70869955,1.354805212,0.351259879,9.952178528,0.088210059,2.53268389,0.062361648,1.790791556,46.73945266895832,392.17589478336805
